,name,element,team_name,total_points,value,ict_index,minutes,position,away1,away_odds1,draw_odds1,home1,home_odds1,is_home1,away2,away_odds2,draw_odds2,home2,home_odds2,is_home2,win_odds1,win_odds2,agg_win_odds,games_played,scaled_points,next_gw,points_weighted,next_opp,surname
29,Alexandre Moreno Lopera,32,Aston Villa,38,52,1.7923076923076924,779,DEF,Tottenham,0.35891431503403204,0.24259776795364635,Aston Villa,0.39848791701232167,True,,,,,,,0.39848791701232167,,0.39848791701232167,8.655555555555555,0.21839080459770116,24,0.32644907204647344,Tottenham,Lopera
30,Alexis Mac Allister,304,Liverpool,64,58,3.4333333333333336,1721,MID,Manchester City,0.4200876412457042,0.25834133952362737,Liverpool,0.32157101923066844,True,,,,,,,0.32157101923066844,,0.32157101923066844,19.122222222222224,0.367816091954023,24,0.34931806286468114,Manchester City,Allister
31,Alfie Dorrington,740,Tottenham,0,40,0.0,0,DEF,Tottenham,0.35891431503403204,0.24259776795364635,Aston Villa,0.39848791701232167,False,,,,,,,0.35891431503403204,,0.35891431503403204,0.0,0.0,24,0.21534858902041923,Aston Villa,Dorrington
32,Alfie Doughty,321,Luton,79,46,5.657692307692307,1903,DEF,Luton,0.21854633926507738,0.2518373543499551,Crystal Palace,0.5296163063849675,False,Luton,0.17311169639643578,0.21255434749191165,Bournemouth,0.6143339561116526,False,0.21854633926507738,0.17311169639643578,0.3538251081301046,21.144444444444446,0.4540229885057471,24,0.39390426028036163,Crystal Palace,Doughty
33,Alfie Gilchrist,716,Chelsea,5,40,0.045454545454545456,18,DEF,Newcastle,0.25868909632116915,0.2342165724654265,Chelsea,0.5070943312134042,True,,,,,,,0.5070943312134042,,0.5070943312134042,0.2,0.028735632183908046,24,0.3157508516016057,Newcastle,Gilchrist
34,Alfie Whiteman,521,Tottenham,0,39,0.0,0,GK,Tottenham,0.35891431503403204,0.24259776795364635,Aston Villa,0.39848791701232167,False,,,,,,,0.35891431503403204,,0.35891431503403204,0.0,0.0,24,0.21534858902041923,Aston Villa,Whiteman
35,Alisson Ramses Becker,291,Liverpool,87,58,1.7962962962962963,1890,GK,Manchester City,0.4200876412457042,0.25834133952362737,Liverpool,0.32157101923066844,True,,,,,,,0.32157101923066844,,0.32157101923066844,21.0,0.5,24,0.39294261153840104,Manchester City,Becker
36,Allan Campbell,319,Luton,0,49,0.0,0,MID,Luton,0.21854633926507738,0.2518373543499551,Crystal Palace,0.5296163063849675,False,Luton,0.17311169639643578,0.21255434749191165,Bournemouth,0.6143339561116526,False,0.21854633926507738,0.17311169639643578,0.3538251081301046,0.0,0.0,24,0.14153004325204185,Crystal Palace,Campbell
37,Allan Saint-Maximin,426,Newcastle,0,60,0.0,0,MID,Newcastle,0.25868909632116915,0.2342165724654265,Chelsea,0.5070943312134042,False,,,,,,,0.25868909632116915,,0.25868909632116915,0.0,0.0,24,0.10347563852846767,Chelsea,Saint-Maximin
38,Alphonse Areola,524,West Ham,97,42,2.8461538461538463,2025,GK,Burnley,0.1855272998573033,0.2383042890241156,West Ham,0.5761684111185812,True,,,,,,,0.5761684111185812,,0.5761684111185812,22.5,0.5574712643678161,24,0.5686895524182751,Burnley,Areola
39,Altay Bayindir,695,Manchester Utd,0,40,0.0,0,GK,Everton,0.226902211754237,0.24810962311669515,Manchester Utd,0.524988165129068,True,,,,,,,0.524988165129068,,0.524988165129068,0.0,0.0,24,0.31499289907744077,Everton,Bayindir
40,Amad Diallo,371,Manchester Utd,1,44,0.16538461538461538,36,MID,Everton,0.226902211754237,0.24810962311669515,Manchester Utd,0.524988165129068,True,,,,,,,0.524988165129068,,0.524988165129068,0.4,0.005747126436781609,24,0.2134435419136962,Everton,Diallo
41,Amadou Diallo,738,Newcastle,1,45,0.0,1,MID,Newcastle,0.25868909632116915,0.2342165724654265,Chelsea,0.5070943312134042,False,,,,,,,0.25868909632116915,,0.25868909632116915,0.011111111111111112,0.005747126436781609,24,0.10692391439053664,Chelsea,Diallo
42,Amadou Onana,261,Everton,53,47,2.6576923076923076,1529,MID,Everton,0.226902211754237,0.24810962311669515,Manchester Utd,0.524988165129068,False,,,,,,,0.226902211754237,,0.226902211754237,16.988888888888887,0.3045977011494253,24,0.27351950539134995,Manchester Utd,Onana
43,Amari'i Bell,316,Luton,35,39,1.9423076923076923,1720,DEF,Luton,0.21854633926507738,0.2518373543499551,Crystal Palace,0.5296163063849675,False,Luton,0.17311169639643578,0.21255434749191165,Bournemouth,0.6143339561116526,False,0.21854633926507738,0.17311169639643578,0.3538251081301046,19.11111111111111,0.20114942528735633,24,0.29275483499300525,Crystal Palace,Bell
44,Ameen Al-Dakhil,157,Burnley,19,38,1.1423076923076922,1055,DEF,Burnley,0.1855272998573033,0.2383042890241156,West Ham,0.5761684111185812,False,,,,,,,0.1855272998573033,,0.1855272998573033,11.722222222222221,0.10919540229885058,24,0.1549945408339222,West Ham,Al-Dakhil
45,Anass Zaroury,184,Burnley,4,46,0.15,149,MID,Burnley,0.1855272998573033,0.2383042890241156,West Ham,0.5761684111185812,False,,,,,,,0.1855272998573033,,0.1855272998573033,1.6555555555555554,0.022988505747126436,24,0.08800402339119719,West Ham,Zaroury
46,Andi Zeqiri,155,Brighton,0,44,0.0,0,FWD,Nottingham,0.2249721702899278,0.24275278213157858,Brighton,0.5322750475784934,True,,,,,,,0.5322750475784934,,0.5322750475784934,0.0,0.0,24,0.2129100190313974,Nottingham,Zeqiri
47,Andre Brooks,655,Sheffield Utd,17,44,0.5038461538461539,647,MID,Sheffield Utd,0.11649697127261614,0.18193990401511137,Bournemouth,0.7015631247122724,False,,,,,,,0.11649697127261614,,0.11649697127261614,7.188888888888889,0.09770114942528736,24,0.10521947816421887,Bournemouth,Brooks
48,Andreas Hoelgebaum Pereira,267,Fulham,81,53,5.019230769230769,1800,MID,Fulham,0.33243164099720396,0.28075100971499073,Wolves,0.3868173492878053,False,,,,,,,0.33243164099720396,,0.33243164099720396,20.0,0.46551724137931033,24,0.41228300122646777,Wolves,Pereira
49,Andrew Omobamidele,711,Nottingham,6,45,0.5,361,DEF,Nottingham,0.2249721702899278,0.24275278213157858,Brighton,0.5322750475784934,False,,,,,,,0.2249721702899278,,0.2249721702899278,4.011111111111111,0.034482758620689655,24,0.14877640562223254,Brighton,Omobamidele
50,Andrew Robertson,307,Liverpool,35,64,3.1518518518518515,1034,DEF,Manchester City,0.4200876412457042,0.25834133952362737,Liverpool,0.32157101923066844,True,,,,,,,0.32157101923066844,,0.32157101923066844,11.488888888888889,0.20114942528735633,24,0.27340238165334363,Manchester City,Robertson
51,Andrey Nascimento dos Santos,186,Chelsea,1,42,0.007692307692307693,7,MID,Newcastle,0.25868909632116915,0.2342165724654265,Chelsea,0.5070943312134042,True,,,,,,,0.5070943312134042,,0.5070943312134042,0.07777777777777778,0.005747126436781609,24,0.20628600834743066,Newcastle,Santos
52,Andros Townsend,727,Luton,45,50,2.5944444444444446,830,MID,Luton,0.21854633926507738,0.2518373543499551,Crystal Palace,0.5296163063849675,False,Luton,0.17311169639643578,0.21255434749191165,Bournemouth,0.6143339561116526,False,0.21854633926507738,0.17311169639643578,0.3538251081301046,9.222222222222221,0.25862068965517243,24,0.2967024570451453,Crystal Palace,Townsend
53,André Onana,597,Manchester Utd,92,48,2.8230769230769233,2340,GK,Everton,0.226902211754237,0.24810962311669515,Manchester Utd,0.524988165129068,True,,,,,,,0.524988165129068,,0.524988165129068,26.0,0.5287356321839081,24,0.526487151951004,Everton,Onana
54,André Tavares Gomes,244,Everton,10,44,0.5384615384615384,167,MID,Everton,0.226902211754237,0.24810962311669515,Manchester Utd,0.524988165129068,False,,,,,,,0.226902211754237,,0.226902211754237,1.8555555555555556,0.05747126436781609,24,0.12524364332238447,Manchester Utd,Gomes
55,Andy Lonergan,579,Everton,0,39,0.0,0,GK,Everton,0.226902211754237,0.24810962311669515,Manchester Utd,0.524988165129068,False,,,,,,,0.226902211754237,,0.226902211754237,0.0,0.0,24,0.1361413270525422,Manchester Utd,Lonergan
56,Anel Ahmedhodžić,471,Sheffield Utd,22,43,1.9807692307692308,1728,DEF,Sheffield Utd,0.11649697127261614,0.18193990401511137,Bournemouth,0.7015631247122724,False,,,,,,,0.11649697127261614,,0.11649697127261614,19.2,0.12643678160919541,24,0.12047289540724784,Bournemouth,Ahmedhodžić
57,Angelo Ogbonna,577,West Ham,18,43,0.31923076923076926,319,DEF,Burnley,0.1855272998573033,0.2383042890241156,West Ham,0.5761684111185812,True,,,,,,,0.5761684111185812,,0.5761684111185812,3.5444444444444443,0.10344827586206896,24,0.3870803570159763,Burnley,Ogbonna
58,Anis Slimane,587,Sheffield Utd,10,47,0.5076923076923077,359,MID,Sheffield Utd,0.11649697127261614,0.18193990401511137,Bournemouth,0.7015631247122724,False,,,,,,,0.11649697127261614,,0.11649697127261614,3.988888888888889,0.05747126436781609,24,0.08108154712973611,Bournemouth,Slimane
59,Anssumane Fati Vieira,700,Brighton,28,64,1.7565217391304346,380,MID,Nottingham,0.2249721702899278,0.24275278213157858,Brighton,0.5322750475784934,True,,,,,,,0.5322750475784934,,0.5322750475784934,4.222222222222222,0.16091954022988506,24,0.3094617431693284,Nottingham,Vieira
60,Anthony Elanga,378,Nottingham,94,51,4.992307692307692,1717,MID,Nottingham,0.2249721702899278,0.24275278213157858,Brighton,0.5322750475784934,False,,,,,,,0.2249721702899278,,0.2249721702899278,19.07777777777778,0.5402298850574713,24,0.41412679915045386,Brighton,Elanga
61,Anthony Gordon,412,Newcastle,127,61,6.28076923076923,2066,MID,Newcastle,0.25868909632116915,0.2342165724654265,Chelsea,0.5070943312134042,False,,,,,,,0.25868909632116915,,0.25868909632116915,22.955555555555556,0.7298850574712644,24,0.5414066730112264,Chelsea,Gordon
62,Anthony Knockaert,273,Fulham,0,44,0.0,0,MID,Fulham,0.33243164099720396,0.28075100971499073,Wolves,0.3868173492878053,False,,,,,,,0.33243164099720396,,0.33243164099720396,0.0,0.0,24,0.1329726563988816,Wolves,Knockaert
63,Anthony Martial,390,Manchester Utd,25,64,0.9423076923076923,439,FWD,Everton,0.226902211754237,0.24810962311669515,Manchester Utd,0.524988165129068,True,,,,,,,0.524988165129068,,0.524988165129068,4.877777777777778,0.14367816091954022,24,0.29620216260335136,Everton,Martial
64,Antoine Semenyo,82,Bournemouth,66,45,3.656,1149,FWD,Sheffield Utd,0.11649697127261614,0.18193990401511137,Bournemouth,0.7015631247122724,True,Luton,0.17311169639643578,0.21255434749191165,Bournemouth,0.6143339561116526,True,0.7015631247122724,0.6143339561116526,0.884903030957382,12.766666666666667,0.3793103448275862,24,0.5815474192795045,Sheffield Utd,Semenyo
65,Antonee Robinson,283,Fulham,71,45,4.2846153846153845,2198,DEF,Fulham,0.33243164099720396,0.28075100971499073,Wolves,0.3868173492878053,False,,,,,,,0.33243164099720396,,0.33243164099720396,24.42222222222222,0.40804597701149425,24,0.3626773754029201,Wolves,Robinson
66,Antony Matheus dos Santos,372,Manchester Utd,30,68,2.0538461538461537,935,MID,Everton,0.226902211754237,0.24810962311669515,Manchester Utd,0.524988165129068,True,,,,,,,0.524988165129068,,0.524988165129068,10.38888888888889,0.1724137931034483,24,0.31344354191369617,Everton,Santos
67,Antwoine Hackford,656,Sheffield Utd,2,44,0.0,11,FWD,Sheffield Utd,0.11649697127261614,0.18193990401511137,Bournemouth,0.7015631247122724,False,,,,,,,0.11649697127261614,,0.11649697127261614,0.12222222222222222,0.011494252873563218,24,0.05349534023318439,Bournemouth,Hackford
68,Aribim Pepple,331,Luton,0,45,0.0,0,FWD,Luton,0.21854633926507738,0.2518373543499551,Crystal Palace,0.5296163063849675,False,Luton,0.17311169639643578,0.21255434749191165,Bournemouth,0.6143339561116526,False,0.21854633926507738,0.17311169639643578,0.3538251081301046,0.0,0.0,24,0.14153004325204185,Crystal Palace,Pepple
69,Arijanet Muric,172,Burnley,0,43,0.0,0,GK,Burnley,0.1855272998573033,0.2383042890241156,West Ham,0.5761684111185812,False,,,,,,,0.1855272998573033,,0.1855272998573033,0.0,0.0,24,0.11131637991438197,West Ham,Muric
70,Armando Broja,193,Fulham,27,49,0.9807692307692307,485,FWD,Fulham,0.33243164099720396,0.28075100971499073,Wolves,0.3868173492878053,False,,,,,,,0.33243164099720396,,0.33243164099720396,5.388888888888889,0.15517241379310345,24,0.22607610467474365,Wolves,Broja
71,Arnaut Danjuma Groeneveld,601,Everton,26,52,1.6307692307692307,587,MID,Everton,0.226902211754237,0.24810962311669515,Manchester Utd,0.524988165129068,False,,,,,,,0.226902211754237,,0.226902211754237,6.522222222222222,0.14942528735632185,24,0.18041605711548792,Manchester Utd,Groeneveld
72,Ashley Phillips,702,Tottenham,0,40,0.0,0,DEF,Tottenham,0.35891431503403204,0.24259776795364635,Aston Villa,0.39848791701232167,False,,,,,,,0.35891431503403204,,0.35891431503403204,0.0,0.0,24,0.21534858902041923,Aston Villa,Phillips
73,Ashley Young,588,Everton,41,44,2.0346153846153845,1510,DEF,Everton,0.226902211754237,0.24810962311669515,Manchester Utd,0.524988165129068,False,,,,,,,0.226902211754237,,0.226902211754237,16.77777777777778,0.23563218390804597,24,0.2303942006157606,Manchester Utd,Young
74,Auston Trusty,27,Sheffield Utd,18,39,1.669230769230769,1590,DEF,Sheffield Utd,0.11649697127261614,0.18193990401511137,Bournemouth,0.7015631247122724,False,,,,,,,0.11649697127261614,,0.11649697127261614,17.666666666666668,0.10344827586206896,24,0.11127749310839727,Bournemouth,Trusty
75,Axel Disasi,611,Chelsea,65,49,2.465384615384615,2136,DEF,Newcastle,0.25868909632116915,0.2342165724654265,Chelsea,0.5070943312134042,True,,,,,,,0.5070943312134042,,0.5070943312134042,23.733333333333334,0.3735632183908046,24,0.4536818860843643,Newcastle,Disasi
76,Axel Piesold,831,Luton,0,45,0.0,0,MID,Luton,0.21854633926507738,0.2518373543499551,Crystal Palace,0.5296163063849675,False,Luton,0.17311169639643578,0.21255434749191165,Bournemouth,0.6143339561116526,False,0.21854633926507738,0.17311169639643578,0.3538251081301046,0.0,0.0,24,0.14153004325204185,Crystal Palace,Piesold
77,Aymeric Laporte,357,Manchester City,1,49,0.11153846153846153,11,DEF,Manchester City,0.4200876412457042,0.25834133952362737,Liverpool,0.32157101923066844,False,,,,,,,0.4200876412457042,,0.4200876412457042,0.12222222222222222,0.005747126436781609,24,0.2543514353221351,Liverpool,Laporte
78,Bailey Peacock-Farrell,175,Burnley,0,40,0.0,0,GK,Burnley,0.1855272998573033,0.2383042890241156,West Ham,0.5761684111185812,False,,,,,,,0.1855272998573033,,0.1855272998573033,0.0,0.0,24,0.11131637991438197,West Ham,Peacock-Farrell
79,Bart Verbruggen,152,Brighton,28,44,1.0538461538461539,990,GK,Nottingham,0.2249721702899278,0.24275278213157858,Brighton,0.5322750475784934,True,,,,,,,0.5322750475784934,,0.5322750475784934,11.0,0.16091954022988506,24,0.38373284463905005,Nottingham,Verbruggen
80,Bashir Humphreys,671,Chelsea,0,40,0.0,0,DEF,Newcastle,0.25868909632116915,0.2342165724654265,Chelsea,0.5070943312134042,True,,,,,,,0.5070943312134042,,0.5070943312134042,0.0,0.0,24,0.3042565987280425,Newcastle,Humphreys
81,Ben Brereton,775,Sheffield Utd,16,50,2.8333333333333335,175,MID,Sheffield Utd,0.11649697127261614,0.18193990401511137,Bournemouth,0.7015631247122724,False,,,,,,,0.11649697127261614,,0.11649697127261614,1.9444444444444444,0.09195402298850575,24,0.10177120230214991,Bournemouth,Brereton
82,Ben Chilwell,195,Chelsea,20,54,1.7615384615384615,742,DEF,Newcastle,0.25868909632116915,0.2342165724654265,Chelsea,0.5070943312134042,True,,,,,,,0.5070943312134042,,0.5070943312134042,8.244444444444444,0.11494252873563218,24,0.3502336102222954,Newcastle,Chilwell
83,Ben Davies,495,Tottenham,31,43,1.8499999999999999,998,DEF,Tottenham,0.35891431503403204,0.24259776795364635,Aston Villa,0.39848791701232167,False,,,,,,,0.35891431503403204,,0.35891431503403204,11.088888888888889,0.1781609195402299,24,0.28661295683651117,Aston Villa,Davies
84,Ben Doak,628,Liverpool,1,43,0.003703703703703704,13,MID,Manchester City,0.4200876412457042,0.25834133952362737,Liverpool,0.32157101923066844,True,,,,,,,0.32157101923066844,,0.32157101923066844,0.14444444444444443,0.005747126436781609,24,0.13207668355433635,Manchester City,Doak
85,Ben Godfrey,252,Everton,16,43,0.8461538461538461,490,DEF,Everton,0.226902211754237,0.24810962311669515,Manchester Utd,0.524988165129068,False,,,,,,,0.226902211754237,,0.226902211754237,5.444444444444445,0.09195402298850575,24,0.1729229362479445,Manchester Utd,Godfrey
86,Ben Greenwood,619,Bournemouth,0,40,0.0,0,DEF,Sheffield Utd,0.11649697127261614,0.18193990401511137,Bournemouth,0.7015631247122724,True,Luton,0.17311169639643578,0.21255434749191165,Bournemouth,0.6143339561116526,True,0.7015631247122724,0.6143339561116526,0.884903030957382,0.0,0.0,24,0.5309418185744291,Sheffield Utd,Greenwood
87,Ben Jackson,746,Brighton,0,40,0.0,0,DEF,Nottingham,0.2249721702899278,0.24275278213157858,Brighton,0.5322750475784934,True,,,,,,,0.5322750475784934,,0.5322750475784934,0.0,0.0,24,0.31936502854709603,Nottingham,Jackson
88,Ben Johnson,536,West Ham,11,44,0.35,396,DEF,Burnley,0.1855272998573033,0.2383042890241156,West Ham,0.5761684111185812,True,,,,,,,0.5761684111185812,,0.5761684111185812,4.4,0.06321839080459771,24,0.3709884029929878,Burnley,Johnson
89,Ben Mee,109,Brentford,38,48,2.0615384615384618,1212,DEF,Brentford,0.07052709048476982,0.13935904524800544,Arsenal,0.7901138642672247,False,,,,,,,0.07052709048476982,,0.07052709048476982,13.466666666666667,0.21839080459770116,24,0.12967257612994237,Arsenal,Mee
90,Ben Osborn,489,Sheffield Utd,19,48,0.5961538461538461,589,MID,Sheffield Utd,0.11649697127261614,0.18193990401511137,Bournemouth,0.7015631247122724,False,,,,,,,0.11649697127261614,,0.11649697127261614,6.544444444444444,0.10919540229885058,24,0.11211602988835681,Bournemouth,Osborn
91,Ben Parkinson,739,Newcastle,1,45,0.013333333333333334,24,FWD,Newcastle,0.25868909632116915,0.2342165724654265,Chelsea,0.5070943312134042,False,,,,,,,0.25868909632116915,,0.25868909632116915,0.26666666666666666,0.005747126436781609,24,0.10692391439053664,Chelsea,Parkinson
92,Ben Pearson,79,Bournemouth,0,45,0.0,0,MID,Sheffield Utd,0.11649697127261614,0.18193990401511137,Bournemouth,0.7015631247122724,True,Luton,0.17311169639643578,0.21255434749191165,Bournemouth,0.6143339561116526,True,0.7015631247122724,0.6143339561116526,0.884903030957382,0.0,0.0,24,0.3539612123829528,Sheffield Utd,Pearson
93,Bendegúz Bolla,547,Wolves,0,40,0.0,0,DEF,Fulham,0.33243164099720396,0.28075100971499073,Wolves,0.3868173492878053,True,,,,,,,0.3868173492878053,,0.3868173492878053,0.0,0.0,24,0.23209040957268318,Fulham,Bolla
