,index,name,element,team_name,total_points,value,ict_index,minutes,position,away1,away_odds1,draw_odds1,home1,home_odds1,is_home1,away2,away_odds2,draw_odds2,home2,home_odds2,is_home2,win_odds1,win_odds2,agg_win_odds,games_played,scaled_points,next_gw,points_weighted,next_opp,surname,initial_team,picked,captain
155,155,Cole Palmer,362,Chelsea,129,57,6.492307692307692,1664,MID,Newcastle,0.2590882886422773,0.23345956715108013,Chelsea,0.5074521442066424,True,0,0.0,0.0,0,0.0,0,0.5074521442066424,0.0,0.5074521442066424,18.488888888888887,0.7413793103448276,28,0.6478084438895535,Newcastle,Palmer,0.0,1.0,0
156,156,Connor Roberts,176,Burnley,12,43,0.95,817,DEF,Burnley,0.18922937545744947,0.23949318090901806,West Ham,0.5712774436335324,False,0,0.0,0.0,0,0.0,0,0.18922937545744947,0.0,0.18922937545744947,9.077777777777778,0.06896551724137931,28,0.1411238321710214,West Ham,Roberts,0.0,0.0,0
157,157,Conor Bradley,757,Liverpool,41,41,3.1153846153846154,381,DEF,Manchester City,0.4213459142169942,0.2577282115129626,Liverpool,0.3209258742700432,True,0,0.0,0.0,0,0.0,0,0.3209258742700432,0.0,0.3209258742700432,4.233333333333333,0.23563218390804597,28,0.28680839812524433,Manchester City,Bradley,0.0,0.0,0
158,158,Conor Coventry,529,West Ham,0,43,0.0,0,MID,Burnley,0.18922937545744947,0.23949318090901806,West Ham,0.5712774436335324,True,0,0.0,0.0,0,0.0,0,0.5712774436335324,0.0,0.5712774436335324,0.0,0.0,28,0.22851097745341298,Burnley,Coventry,0.0,0.0,0
159,159,Conor Gallagher,202,Chelsea,77,54,4.915384615384616,2092,MID,Newcastle,0.2590882886422773,0.23345956715108013,Chelsea,0.5074521442066424,True,0,0.0,0.0,0,0.0,0,0.5074521442066424,0.0,0.5074521442066424,23.244444444444444,0.4425287356321839,28,0.46849809906196727,Newcastle,Gallagher,0.0,0.0,0
160,160,Craig Dawson,551,Wolves,62,45,3.465384615384615,2119,DEF,Fulham,0.3310473138508762,0.2809023274614391,Wolves,0.38805035868768467,True,0,0.0,0.0,0,0.0,0,0.38805035868768467,0.0,0.38805035868768467,23.544444444444444,0.3563218390804598,28,0.3753589508447947,Fulham,Dawson,0.0,0.0,0
161,161,Cristian Romero,511,Tottenham,78,49,3.069230769230769,1710,DEF,Tottenham,0.3587572114190153,0.24154588464894827,Aston Villa,0.3996969039320364,False,0,0.0,0.0,0,0.0,0,0.3587572114190153,0.0,0.3587572114190153,19.0,0.4482758620689655,28,0.3945646716789954,Aston Villa,Romero,0.0,0.0,0
162,162,Curtis Jones,300,Liverpool,34,49,1.6555555555555557,949,MID,Manchester City,0.4213459142169942,0.2577282115129626,Liverpool,0.3209258742700432,True,0,0.0,0.0,0,0.0,0,0.3209258742700432,0.0,0.3209258742700432,10.544444444444444,0.19540229885057472,28,0.2456117290183621,Manchester City,Jones,0.0,0.0,0
163,163,Cédric Alves Soares,2,Arsenal,3,38,0.023076923076923075,59,DEF,Brentford,0.07133864482157093,0.13979006080584494,Arsenal,0.7888712943725841,True,0,0.0,0.0,0,0.0,0,0.7888712943725841,0.0,0.7888712943725841,0.6555555555555556,0.017241379310344827,28,0.4802193283476884,Brentford,Soares,0.0,0.0,0
164,164,César Azpilicueta,189,Chelsea,0,45,0.0,0,DEF,Newcastle,0.2590882886422773,0.23345956715108013,Chelsea,0.5074521442066424,True,0,0.0,0.0,0,0.0,0,0.5074521442066424,0.0,0.5074521442066424,0.0,0.0,28,0.3044712865239854,Newcastle,Azpilicueta,0.0,0.0,0
165,165,Daiki Hashioka,798,Luton,1,40,0.12,37,DEF,Luton,0.217485857333184,0.2528403845308845,Crystal Palace,0.5296737581359314,False,Luton,0.17319192209357245,0.21240029700912075,Bournemouth,0.6144077808973069,False,0.217485857333184,0.17319192209357245,0.35301098576705386,0.4111111111111111,0.005747126436781609,28,0.21410544203494497,Crystal Palace,Hashioka,0.0,0.0,0
166,166,Dan Burn,407,Newcastle,69,44,2.896153846153846,1740,DEF,Newcastle,0.2590882886422773,0.23345956715108013,Chelsea,0.5074521442066424,False,0,0.0,0.0,0,0.0,0,0.2590882886422773,0.0,0.2590882886422773,19.333333333333332,0.39655172413793105,28,0.3140736628405388,Chelsea,Burn,0.0,0.0,0
167,167,Dan Potts,333,Luton,0,39,0.0,0,DEF,Luton,0.217485857333184,0.2528403845308845,Crystal Palace,0.5296737581359314,False,Luton,0.17319192209357245,0.21240029700912075,Bournemouth,0.6144077808973069,False,0.217485857333184,0.17319192209357245,0.35301098576705386,0.0,0.0,28,0.2118065914602323,Crystal Palace,Potts,0.0,0.0,0
168,168,Dane Scarlett,640,Tottenham,1,45,0.0,1,FWD,Tottenham,0.3587572114190153,0.24154588464894827,Aston Villa,0.3996969039320364,False,0,0.0,0.0,0,0.0,0,0.3587572114190153,0.0,0.3587572114190153,0.011111111111111112,0.005747126436781609,28,0.1469511604296751,Aston Villa,Scarlett,0.0,0.0,0
169,169,Dango Ouattara,78,Bournemouth,20,47,1.4280000000000002,504,MID,Sheffield Utd,0.11636581442060583,0.1820062325581752,Bournemouth,0.7016279530212189,True,Luton,0.17319192209357245,0.21240029700912075,Bournemouth,0.6144077808973069,True,0.7016279530212189,0.6144077808973069,0.8849500602872389,5.6,0.11494252873563218,28,0.42294554135627493,Sheffield Utd,Ouattara,0.0,0.0,0
170,170,Daniel Bentley,546,Wolves,17,39,0.2538461538461539,292,GK,Fulham,0.3310473138508762,0.2809023274614391,Wolves,0.38805035868768467,True,0,0.0,0.0,0,0.0,0,0.38805035868768467,0.0,0.38805035868768467,3.2444444444444445,0.09770114942528736,28,0.27191067498272575,Fulham,Bentley,0.0,0.0,0
171,171,Daniel Castelo Podence,568,Wolves,0,53,0.0,0,MID,Fulham,0.3310473138508762,0.2809023274614391,Wolves,0.38805035868768467,True,0,0.0,0.0,0,0.0,0,0.38805035868768467,0.0,0.38805035868768467,0.0,0.0,28,0.15522014347507387,Fulham,Podence,0.0,0.0,0
172,172,Daniel Gore,685,Manchester Utd,1,45,0.012499999999999999,1,MID,Everton,0.22663733715330828,0.24785901687786277,Manchester Utd,0.5255036459688289,True,0,0.0,0.0,0,0.0,0,0.5255036459688289,0.0,0.5255036459688289,0.011111111111111112,0.005747126436781609,28,0.21364973424960054,Everton,Gore,0.0,0.0,0
173,173,Daniel Jebbison,483,Sheffield Utd,0,48,0.0,0,FWD,Sheffield Utd,0.11636581442060583,0.1820062325581752,Bournemouth,0.7016279530212189,False,0,0.0,0.0,0,0.0,0,0.11636581442060583,0.0,0.11636581442060583,0.0,0.0,28,0.04654632576824233,Bournemouth,Jebbison,0.0,0.0,0
174,174,Daniel Muñoz,792,Crystal Palace,2,45,2.9,360,DEF,Luton,0.217485857333184,0.2528403845308845,Crystal Palace,0.5296737581359314,True,0,0.0,0.0,0,0.0,0,0.5296737581359314,0.0,0.5296737581359314,4.0,0.011494252873563218,28,0.3224019560309841,Luton,Muñoz,0.0,0.0,0
175,175,Danilo dos Santos de Oliveira,442,Nottingham,33,53,1.1884615384615385,968,MID,Nottingham,0.2227949553790633,0.2431798066803998,Brighton,0.5340252379405369,False,0,0.0,0.0,0,0.0,0,0.2227949553790633,0.0,0.2227949553790633,10.755555555555556,0.1896551724137931,28,0.20291108559990118,Brighton,Oliveira,0.0,0.0,0
176,176,Danny Ings,535,West Ham,22,56,0.6538461538461539,245,FWD,Burnley,0.18922937545744947,0.23949318090901806,West Ham,0.5712774436335324,True,0,0.0,0.0,0,0.0,0,0.5712774436335324,0.0,0.5712774436335324,2.7222222222222223,0.12643678160919541,28,0.3043730464189302,Burnley,Ings,0.0,0.0,0
177,177,Danny Welbeck,154,Brighton,49,57,2.630769230769231,934,FWD,Nottingham,0.2227949553790633,0.2431798066803998,Brighton,0.5340252379405369,True,0,0.0,0.0,0,0.0,0,0.5340252379405369,0.0,0.5340252379405369,10.377777777777778,0.28160919540229884,28,0.3825756124175941,Nottingham,Welbeck,0.0,0.0,0
178,178,Dara Costelloe,164,Burnley,0,45,0.0,0,MID,Burnley,0.18922937545744947,0.23949318090901806,West Ham,0.5712774436335324,False,0,0.0,0.0,0,0.0,0,0.18922937545744947,0.0,0.18922937545744947,0.0,0.0,28,0.0756917501829798,West Ham,Costelloe,0.0,0.0,0
179,179,Dara O'Shea,173,Burnley,41,44,2.8846153846153846,1926,DEF,Burnley,0.18922937545744947,0.23949318090901806,West Ham,0.5712774436335324,False,0,0.0,0.0,0,0.0,0,0.18922937545744947,0.0,0.18922937545744947,21.4,0.23563218390804597,28,0.20779049883768808,West Ham,O'Shea,0.0,0.0,0
180,180,Darko Churlinov,162,Burnley,0,44,0.0,0,MID,Burnley,0.18922937545744947,0.23949318090901806,West Ham,0.5712774436335324,False,0,0.0,0.0,0,0.0,0,0.18922937545744947,0.0,0.18922937545744947,0.0,0.0,28,0.0756917501829798,West Ham,Churlinov,0.0,0.0,0
181,181,Darren Randolph,80,Bournemouth,0,40,0.0,0,GK,Sheffield Utd,0.11636581442060583,0.1820062325581752,Bournemouth,0.7016279530212189,True,Luton,0.17319192209357245,0.21240029700912075,Bournemouth,0.6144077808973069,True,0.7016279530212189,0.6144077808973069,0.8849500602872389,0.0,0.0,28,0.5309700361723433,Sheffield Utd,Randolph,0.0,0.0,0
182,182,Darwin Núñez Ribeiro,293,Liverpool,106,76,6.866666666666667,1488,FWD,Manchester City,0.4213459142169942,0.2577282115129626,Liverpool,0.3209258742700432,True,0,0.0,0.0,0,0.0,0,0.3209258742700432,0.0,0.3209258742700432,16.533333333333335,0.6091954022988506,28,0.4938875910873276,Manchester City,Ribeiro,0.0,0.0,0
183,183,David Brooks,64,Bournemouth,23,47,1.256,271,MID,Sheffield Utd,0.11636581442060583,0.1820062325581752,Bournemouth,0.7016279530212189,True,Luton,0.17319192209357245,0.21240029700912075,Bournemouth,0.6144077808973069,True,0.7016279530212189,0.6144077808973069,0.8849500602872389,3.011111111111111,0.13218390804597702,28,0.4332903689424818,Sheffield Utd,Brooks,0.0,0.0,0
184,184,David Datro Fofana,200,Burnley,21,50,1.1115384615384616,328,FWD,Burnley,0.18922937545744947,0.23949318090901806,West Ham,0.5712774436335324,False,0,0.0,0.0,0,0.0,0,0.18922937545744947,0.0,0.18922937545744947,3.6444444444444444,0.1206896551724138,28,0.14810554328642808,West Ham,Fofana,0.0,0.0,0
185,185,David Ozoh,721,Crystal Palace,6,45,0.13,127,MID,Luton,0.217485857333184,0.2528403845308845,Crystal Palace,0.5296737581359314,True,0,0.0,0.0,0,0.0,0,0.5296737581359314,0.0,0.5296737581359314,1.4111111111111112,0.034482758620689655,28,0.23255915842678637,Luton,Ozoh,0.0,0.0,0
186,186,David Raya Martin,113,Arsenal,85,50,1.123076923076923,1890,GK,Brentford,0.07133864482157093,0.13979006080584494,Arsenal,0.7888712943725841,True,0,0.0,0.0,0,0.0,0,0.7888712943725841,0.0,0.7888712943725841,21.0,0.4885057471264368,28,0.6687250754741252,Brentford,Martin,0.0,0.0,0
187,187,Davinson Sánchez,512,Tottenham,0,44,0.1,76,DEF,Tottenham,0.3587572114190153,0.24154588464894827,Aston Villa,0.3996969039320364,False,0,0.0,0.0,0,0.0,0,0.3587572114190153,0.0,0.3587572114190153,0.8444444444444444,0.0,28,0.21525432685140916,Aston Villa,Sánchez,0.0,0.0,0
188,188,Dean Henderson,385,Crystal Palace,10,44,0.7423076923076923,720,GK,Luton,0.217485857333184,0.2528403845308845,Crystal Palace,0.5296737581359314,True,0,0.0,0.0,0,0.0,0,0.5296737581359314,0.0,0.5296737581359314,8.0,0.05747126436781609,28,0.34079276062868524,Luton,Henderson,0.0,0.0,0
189,189,Declan Rice,540,Arsenal,106,54,5.1,2212,MID,Brentford,0.07133864482157093,0.13979006080584494,Arsenal,0.7888712943725841,True,0,0.0,0.0,0,0.0,0,0.7888712943725841,0.0,0.7888712943725841,24.57777777777778,0.6091954022988506,28,0.681065759128344,Brentford,Rice,0.0,0.0,0
190,190,Deivid Washington de Souza Eugênio,677,Chelsea,1,45,0.016666666666666666,9,FWD,Newcastle,0.2590882886422773,0.23345956715108013,Chelsea,0.5074521442066424,True,0,0.0,0.0,0,0.0,0,0.5074521442066424,0.0,0.5074521442066424,0.1,0.005747126436781609,28,0.20642913354472595,Newcastle,Eugênio,0.0,0.0,0
191,191,Dejan Kulusevski,501,Tottenham,94,68,7.361538461538462,2029,MID,Tottenham,0.3587572114190153,0.24154588464894827,Aston Villa,0.3996969039320364,False,0,0.0,0.0,0,0.0,0,0.3587572114190153,0.0,0.3587572114190153,22.544444444444444,0.5402298850574713,28,0.46764081560208887,Aston Villa,Kulusevski,0.0,0.0,0
192,192,Dele Alli,248,Everton,0,48,0.0,0,MID,Everton,0.22663733715330828,0.24785901687786277,Manchester Utd,0.5255036459688289,False,0,0.0,0.0,0,0.0,0,0.22663733715330828,0.0,0.22663733715330828,0.0,0.0,28,0.09065493486132331,Manchester Utd,Alli,0.0,0.0,0
193,193,Demarai Gray,253,Everton,0,53,0.0,0,MID,Everton,0.22663733715330828,0.24785901687786277,Manchester Utd,0.5255036459688289,False,0,0.0,0.0,0,0.0,0,0.22663733715330828,0.0,0.22663733715330828,0.0,0.0,28,0.09065493486132331,Manchester Utd,Gray,0.0,0.0,0
194,194,Denis Franchi,169,Burnley,0,39,0.0,0,GK,Burnley,0.18922937545744947,0.23949318090901806,West Ham,0.5712774436335324,False,0,0.0,0.0,0,0.0,0,0.18922937545744947,0.0,0.18922937545744947,0.0,0.0,28,0.11353762527446967,West Ham,Franchi,0.0,0.0,0
195,195,Deniz Undav,149,Brighton,0,55,0.0,0,FWD,Nottingham,0.2227949553790633,0.2431798066803998,Brighton,0.5340252379405369,True,0,0.0,0.0,0,0.0,0,0.5340252379405369,0.0,0.5340252379405369,0.0,0.0,28,0.21361009517621476,Nottingham,Undav,0.0,0.0,0
196,196,Destiny Udogie,519,Tottenham,66,49,3.838461538461538,1851,DEF,Tottenham,0.3587572114190153,0.24154588464894827,Aston Villa,0.3996969039320364,False,0,0.0,0.0,0,0.0,0,0.3587572114190153,0.0,0.3587572114190153,20.566666666666666,0.3793103448275862,28,0.36697846478244367,Aston Villa,Udogie,0.0,0.0,0
197,197,Detlef Esapa Osong,780,Nottingham,0,45,0.0,0,FWD,Nottingham,0.2227949553790633,0.2431798066803998,Brighton,0.5340252379405369,False,0,0.0,0.0,0,0.0,0,0.2227949553790633,0.0,0.2227949553790633,0.0,0.0,28,0.08911798215162532,Brighton,Osong,0.0,0.0,0
198,198,Devan Tanton,732,Fulham,0,40,0.0,0,DEF,Fulham,0.3310473138508762,0.2809023274614391,Wolves,0.38805035868768467,False,0,0.0,0.0,0,0.0,0,0.3310473138508762,0.0,0.3310473138508762,0.0,0.0,28,0.19862838831052573,Wolves,Tanton,0.0,0.0,0
199,199,Diego Carlos Santos Silva,41,Aston Villa,38,44,1.323076923076923,1156,DEF,Tottenham,0.3587572114190153,0.24154588464894827,Aston Villa,0.3996969039320364,True,0,0.0,0.0,0,0.0,0,0.3996969039320364,0.0,0.3996969039320364,12.844444444444445,0.21839080459770116,28,0.3271744641983023,Tottenham,Silva,0.0,0.0,0
200,200,Diego Manuel Jadon da Silva Moreira,681,Chelsea,0,45,0.0,0,MID,Newcastle,0.2590882886422773,0.23345956715108013,Chelsea,0.5074521442066424,True,0,0.0,0.0,0,0.0,0,0.5074521442066424,0.0,0.5074521442066424,0.0,0.0,28,0.20298085768265697,Newcastle,Moreira,0.0,0.0,0
201,201,Diogo Dalot Teixeira,377,Manchester Utd,76,52,3.8923076923076922,2094,DEF,Everton,0.22663733715330828,0.24785901687786277,Manchester Utd,0.5255036459688289,True,0,0.0,0.0,0,0.0,0,0.5255036459688289,0.0,0.5255036459688289,23.266666666666666,0.4367816091954023,28,0.4900148312594583,Everton,Teixeira,0.0,0.0,0
202,202,Diogo Teixeira da Silva,294,Liverpool,97,81,4.7444444444444445,1044,MID,Manchester City,0.4213459142169942,0.2577282115129626,Liverpool,0.3209258742700432,True,0,0.0,0.0,0,0.0,0,0.3209258742700432,0.0,0.3209258742700432,11.6,0.5574712643678161,28,0.46285310832870696,Manchester City,Silva,0.0,0.0,0
203,203,Dion Pereira,332,Luton,0,44,0.0,0,MID,Luton,0.217485857333184,0.2528403845308845,Crystal Palace,0.5296737581359314,False,Luton,0.17319192209357245,0.21240029700912075,Bournemouth,0.6144077808973069,False,0.217485857333184,0.17319192209357245,0.35301098576705386,0.0,0.0,28,0.14120439430682155,Crystal Palace,Pereira,0.0,0.0,0
204,204,Divin Mubama,538,West Ham,5,42,0.030769230769230767,75,FWD,Burnley,0.18922937545744947,0.23949318090901806,West Ham,0.5712774436335324,True,0,0.0,0.0,0,0.0,0,0.5712774436335324,0.0,0.5712774436335324,0.8333333333333334,0.028735632183908046,28,0.2457523567637578,Burnley,Mubama,0.0,0.0,0
205,205,Divock Origi,714,Nottingham,12,50,0.38636363636363635,285,FWD,Nottingham,0.2227949553790633,0.2431798066803998,Brighton,0.5340252379405369,False,0,0.0,0.0,0,0.0,0,0.2227949553790633,0.0,0.2227949553790633,3.1666666666666665,0.06896551724137931,28,0.13049729249645292,Brighton,Origi,0.0,0.0,0
206,206,Djed Spence,517,Tottenham,0,40,0.0,0,DEF,Tottenham,0.3587572114190153,0.24154588464894827,Aston Villa,0.3996969039320364,False,0,0.0,0.0,0,0.0,0,0.3587572114190153,0.0,0.3587572114190153,0.0,0.0,28,0.21525432685140916,Aston Villa,Spence,0.0,0.0,0
207,207,Djordje Petrovic,687,Chelsea,14,45,0.5882352941176471,366,GK,Newcastle,0.2590882886422773,0.23345956715108013,Chelsea,0.5074521442066424,True,0,0.0,0.0,0,0.0,0,0.5074521442066424,0.0,0.5074521442066424,4.066666666666666,0.08045977011494253,28,0.3366551945699624,Newcastle,Petrovic,0.0,0.0,0
208,208,Dominic Calvert-Lewin,246,Everton,59,58,3.5961538461538463,1482,FWD,Everton,0.22663733715330828,0.24785901687786277,Manchester Utd,0.5255036459688289,False,0,0.0,0.0,0,0.0,0,0.22663733715330828,0.0,0.22663733715330828,16.466666666666665,0.3390804597701149,28,0.2941032107233923,Manchester Utd,Calvert-Lewin,0.0,0.0,0
209,209,Dominic Sadi,811,Bournemouth,0,45,0.0,0,MID,Sheffield Utd,0.11636581442060583,0.1820062325581752,Bournemouth,0.7016279530212189,True,Luton,0.17319192209357245,0.21240029700912075,Bournemouth,0.6144077808973069,True,0.7016279530212189,0.6144077808973069,0.8849500602872389,0.0,0.0,28,0.3539800241148956,Sheffield Utd,Sadi,0.0,0.0,0
210,210,Dominic Solanke,85,Bournemouth,128,71,7.68,2225,FWD,Sheffield Utd,0.11636581442060583,0.1820062325581752,Bournemouth,0.7016279530212189,True,Luton,0.17319192209357245,0.21240029700912075,Bournemouth,0.6144077808973069,True,0.7016279530212189,0.6144077808973069,0.8849500602872389,24.72222222222222,0.735632183908046,28,0.7953593344597232,Sheffield Utd,Solanke,0.0,1.0,0
211,211,Dominik Szoboszlai,309,Liverpool,83,71,4.096296296296296,1673,MID,Manchester City,0.4213459142169942,0.2577282115129626,Liverpool,0.3209258742700432,True,0,0.0,0.0,0,0.0,0,0.3209258742700432,0.0,0.3209258742700432,18.58888888888889,0.47701149425287354,28,0.41457724625974135,Manchester City,Szoboszlai,0.0,0.0,0
212,212,Donny van de Beek,400,Manchester Utd,1,47,0.06153846153846154,2,MID,Everton,0.22663733715330828,0.24785901687786277,Manchester Utd,0.5255036459688289,True,0,0.0,0.0,0,0.0,0,0.5255036459688289,0.0,0.5255036459688289,0.022222222222222223,0.005747126436781609,28,0.21364973424960054,Everton,Beek,0.0,0.0,0
213,213,Douglas Luiz Soares de Paulo,43,Aston Villa,119,56,6.134615384615385,2148,MID,Tottenham,0.3587572114190153,0.24154588464894827,Aston Villa,0.3996969039320364,True,0,0.0,0.0,0,0.0,0,0.3996969039320364,0.0,0.3996969039320364,23.866666666666667,0.6839080459770115,28,0.5702235891590215,Tottenham,Paulo,0.0,0.0,0
214,214,Dovydas Sasnauskas,827,Sheffield Utd,0,40,0.0,0,DEF,Sheffield Utd,0.11636581442060583,0.1820062325581752,Bournemouth,0.7016279530212189,False,0,0.0,0.0,0,0.0,0,0.11636581442060583,0.0,0.11636581442060583,0.0,0.0,28,0.0698194886523635,Bournemouth,Sasnauskas,0.0,0.0,0
215,215,Dwight McNeil,259,Everton,80,54,5.1692307692307695,1833,MID,Everton,0.22663733715330828,0.24785901687786277,Manchester Utd,0.5255036459688289,False,0,0.0,0.0,0,0.0,0,0.22663733715330828,0.0,0.22663733715330828,20.366666666666667,0.45977011494252873,28,0.36651700382684055,Manchester Utd,McNeil,0.0,0.0,0
216,216,Eberechi Eze,226,Crystal Palace,73,60,5.0346153846153845,1225,MID,Luton,0.217485857333184,0.2528403845308845,Crystal Palace,0.5296737581359314,True,0,0.0,0.0,0,0.0,0,0.5296737581359314,0.0,0.5296737581359314,13.61111111111111,0.41954022988505746,28,0.4635936411854071,Luton,Eze,0.0,0.0,0
217,217,Eddie Beach,680,Chelsea,0,40,0.0,0,GK,Newcastle,0.2590882886422773,0.23345956715108013,Chelsea,0.5074521442066424,True,0,0.0,0.0,0,0.0,0,0.5074521442066424,0.0,0.5074521442066424,0.0,0.0,28,0.3044712865239854,Newcastle,Beach,0.0,0.0,0
218,218,Eddie Nketiah,13,Arsenal,67,51,2.8076923076923075,1023,FWD,Brentford,0.07133864482157093,0.13979006080584494,Arsenal,0.7888712943725841,True,0,0.0,0.0,0,0.0,0,0.7888712943725841,0.0,0.7888712943725841,11.366666666666667,0.3850574712643678,28,0.5465830005076543,Brentford,Nketiah,0.0,0.0,0
219,219,Ederson Santana de Moraes,352,Manchester City,78,55,1.6807692307692306,2167,GK,Manchester City,0.4213459142169942,0.2577282115129626,Liverpool,0.3209258742700432,False,0,0.0,0.0,0,0.0,0,0.4213459142169942,0.0,0.4213459142169942,24.07777777777778,0.4482758620689655,28,0.4321178933577827,Liverpool,Moraes,0.0,0.0,0
220,220,Edson Álvarez Velázquez,642,West Ham,50,50,2.3653846153846154,1742,MID,Burnley,0.18922937545744947,0.23949318090901806,West Ham,0.5712774436335324,True,0,0.0,0.0,0,0.0,0,0.5712774436335324,0.0,0.5712774436335324,19.355555555555554,0.28735632183908044,28,0.40092477055686127,Burnley,Velázquez,0.0,0.0,0
221,221,Elijah Adebayo,314,Luton,80,49,3.8230769230769233,1149,FWD,Luton,0.217485857333184,0.2528403845308845,Crystal Palace,0.5296737581359314,False,Luton,0.17319192209357245,0.21240029700912075,Bournemouth,0.6144077808973069,False,0.217485857333184,0.17319192209357245,0.35301098576705386,12.766666666666667,0.45977011494252873,28,0.41706646327233876,Crystal Palace,Adebayo,0.0,0.0,0
222,222,Elijah Campbell,761,Everton,0,40,0.0,0,DEF,Everton,0.22663733715330828,0.24785901687786277,Manchester Utd,0.5255036459688289,False,0,0.0,0.0,0,0.0,0,0.22663733715330828,0.0,0.22663733715330828,0.0,0.0,28,0.13598240229198497,Manchester Utd,Campbell,0.0,0.0,0
223,223,Ellery Balcombe,91,Brentford,0,39,0.0,0,GK,Brentford,0.07133864482157093,0.13979006080584494,Arsenal,0.7888712943725841,False,0,0.0,0.0,0,0.0,0,0.07133864482157093,0.0,0.07133864482157093,0.0,0.0,28,0.04280318689294255,Arsenal,Balcombe,0.0,0.0,0
224,224,Elliot Anderson,403,Newcastle,20,42,0.9884615384615384,408,MID,Newcastle,0.2590882886422773,0.23345956715108013,Chelsea,0.5074521442066424,False,0,0.0,0.0,0,0.0,0,0.2590882886422773,0.0,0.2590882886422773,4.533333333333333,0.11494252873563218,28,0.17260083269829024,Chelsea,Anderson,0.0,0.0,0
225,225,Elliot Thorpe,337,Luton,0,45,0.0,0,MID,Luton,0.217485857333184,0.2528403845308845,Crystal Palace,0.5296737581359314,False,Luton,0.17319192209357245,0.21240029700912075,Bournemouth,0.6144077808973069,False,0.217485857333184,0.17319192209357245,0.35301098576705386,0.0,0.0,28,0.14120439430682155,Crystal Palace,Thorpe,0.0,0.0,0
226,226,Ellis Simms,264,Everton,0,45,0.0,0,FWD,Everton,0.22663733715330828,0.24785901687786277,Manchester Utd,0.5255036459688289,False,0,0.0,0.0,0,0.0,0,0.22663733715330828,0.0,0.22663733715330828,0.0,0.0,28,0.09065493486132331,Manchester Utd,Simms,0.0,0.0,0
227,227,Emerson Aparecido Leite de Souza Junior,497,Tottenham,26,43,1.6192307692307693,952,DEF,Tottenham,0.3587572114190153,0.24154588464894827,Aston Villa,0.3996969039320364,False,0,0.0,0.0,0,0.0,0,0.3587572114190153,0.0,0.3587572114190153,10.577777777777778,0.14942528735632185,28,0.2750244417939379,Aston Villa,Junior,0.0,0.0,0
228,228,Emerson Palmieri dos Santos,532,West Ham,61,44,3.019230769230769,2182,DEF,Burnley,0.18922937545744947,0.23949318090901806,West Ham,0.5712774436335324,True,0,0.0,0.0,0,0.0,0,0.5712774436335324,0.0,0.5712774436335324,24.244444444444444,0.3505747126436782,28,0.48299635123759066,Burnley,Santos,0.0,0.0,0
229,229,Emil Krafth,417,Newcastle,12,44,0.3692307692307693,84,DEF,Newcastle,0.2590882886422773,0.23345956715108013,Chelsea,0.5074521442066424,False,0,0.0,0.0,0,0.0,0,0.2590882886422773,0.0,0.2590882886422773,0.9333333333333333,0.06896551724137931,28,0.18303918008191808,Chelsea,Krafth,0.0,0.0,0
230,230,Emile Smith Rowe,22,Arsenal,16,53,0.6115384615384616,213,MID,Brentford,0.07133864482157093,0.13979006080584494,Arsenal,0.7888712943725841,True,0,0.0,0.0,0,0.0,0,0.7888712943725841,0.0,0.7888712943725841,2.3666666666666667,0.09195402298850575,28,0.3707209315421371,Brentford,Rowe,0.0,0.0,0
231,231,Emiliano Buendía Stati,35,Aston Villa,0,57,0.0,0,MID,Tottenham,0.3587572114190153,0.24154588464894827,Aston Villa,0.3996969039320364,True,0,0.0,0.0,0,0.0,0,0.3996969039320364,0.0,0.3996969039320364,0.0,0.0,28,0.15987876157281455,Tottenham,Stati,0.0,0.0,0
232,232,Emiliano Marcondes,74,Bournemouth,0,43,0.0,0,MID,Sheffield Utd,0.11636581442060583,0.1820062325581752,Bournemouth,0.7016279530212189,True,Luton,0.17319192209357245,0.21240029700912075,Bournemouth,0.6144077808973069,True,0.7016279530212189,0.6144077808973069,0.8849500602872389,0.0,0.0,28,0.3539800241148956,Sheffield Utd,Marcondes,0.0,0.0,0
233,233,Emiliano Martínez Romero,49,Aston Villa,85,53,2.5115384615384615,2250,GK,Tottenham,0.3587572114190153,0.24154588464894827,Aston Villa,0.3996969039320364,True,0,0.0,0.0,0,0.0,0,0.3996969039320364,0.0,0.3996969039320364,25.0,0.4885057471264368,28,0.4352204412097965,Tottenham,Romero,0.0,0.0,0
234,234,Emmanuel Dennis,443,Nottingham,0,48,0.0,0,FWD,Nottingham,0.2227949553790633,0.2431798066803998,Brighton,0.5340252379405369,False,0,0.0,0.0,0,0.0,0,0.2227949553790633,0.0,0.2227949553790633,0.0,0.0,28,0.08911798215162532,Brighton,Dennis,0.0,0.0,0
235,235,Enes Ünal,804,Bournemouth,3,50,0.47500000000000003,23,FWD,Sheffield Utd,0.11636581442060583,0.1820062325581752,Bournemouth,0.7016279530212189,True,Luton,0.17319192209357245,0.21240029700912075,Bournemouth,0.6144077808973069,True,0.7016279530212189,0.6144077808973069,0.8849500602872389,0.25555555555555554,0.017241379310344827,28,0.3643248517011025,Sheffield Utd,Ünal,0.0,0.0,0
