,index,name,element,team_name,total_points,value,ict_index,minutes,position,away1,away_odds1,draw_odds1,home1,home_odds1,is_home1,away2,away_odds2,draw_odds2,home2,home_odds2,is_home2,win_odds1,win_odds2,agg_win_odds,games_played,scaled_points,next_gw,points_weighted,next_opp,surname,initial_team,picked,captain
0,0,Aaron Connolly,127,Brighton,0,45,0.0,0,FWD,Nottingham,0.2227949553790633,0.2431798066803998,Brighton,0.5340252379405369,True,0,0.0,0.0,0,0.0,0,0.5340252379405369,0.0,0.5340252379405369,0.0,0.0,28,0.21361009517621476,Nottingham,Connolly,0.0,0.0,0
1,1,Aaron Cresswell,530,West Ham,3,42,0.14615384615384613,144,DEF,Burnley,0.18922937545744947,0.23949318090901806,West Ham,0.5712774436335324,True,0,0.0,0.0,0,0.0,0,0.5712774436335324,0.0,0.5712774436335324,1.6,0.017241379310344827,28,0.34966301790425736,Burnley,Cresswell,0.0,0.0,0
2,2,Aaron Hickey,104,Brentford,17,44,0.49615384615384617,713,DEF,Brentford,0.07133864482157093,0.13979006080584494,Arsenal,0.7888712943725841,False,0,0.0,0.0,0,0.0,0,0.07133864482157093,0.0,0.07133864482157093,7.9222222222222225,0.09770114942528736,28,0.0818836466630575,Arsenal,Hickey,0.0,0.0,0
3,3,Aaron Ramsdale,17,Arsenal,17,45,0.21538461538461537,450,GK,Brentford,0.07133864482157093,0.13979006080584494,Arsenal,0.7888712943725841,True,0,0.0,0.0,0,0.0,0,0.7888712943725841,0.0,0.7888712943725841,5.0,0.09770114942528736,28,0.5124032363936654,Brentford,Ramsdale,0.0,0.0,0
4,4,Aaron Ramsey,675,Burnley,18,50,0.508,522,MID,Burnley,0.18922937545744947,0.23949318090901806,West Ham,0.5712774436335324,False,0,0.0,0.0,0,0.0,0,0.18922937545744947,0.0,0.18922937545744947,5.8,0.10344827586206896,28,0.1377607157002212,West Ham,Ramsey,0.0,0.0,0
5,5,Aaron Wan-Bissaka,401,Manchester Utd,29,44,1.2423076923076921,882,DEF,Everton,0.22663733715330828,0.24785901687786277,Manchester Utd,0.5255036459688289,True,0,0.0,0.0,0,0.0,0,0.5255036459688289,0.0,0.5255036459688289,9.8,0.16666666666666666,28,0.381968854247964,Everton,Wan-Bissaka,0.0,0.0,0
6,6,Abdoulaye Doucouré,249,Everton,83,55,4.6230769230769235,1693,MID,Everton,0.22663733715330828,0.24785901687786277,Manchester Utd,0.5255036459688289,False,0,0.0,0.0,0,0.0,0,0.22663733715330828,0.0,0.22663733715330828,18.81111111111111,0.47701149425287354,28,0.3768618314130474,Manchester Utd,Doucouré,0.0,0.0,0
7,7,Abdul Rahman Baba,190,Chelsea,0,40,0.0,0,DEF,Newcastle,0.2590882886422773,0.23345956715108013,Chelsea,0.5074521442066424,True,0,0.0,0.0,0,0.0,0,0.5074521442066424,0.0,0.5074521442066424,0.0,0.0,28,0.3044712865239854,Newcastle,Baba,0.0,0.0,0
8,8,Adam Davies,479,Sheffield Utd,0,40,0.0,0,GK,Sheffield Utd,0.11636581442060583,0.1820062325581752,Bournemouth,0.7016279530212189,False,0,0.0,0.0,0,0.0,0,0.11636581442060583,0.0,0.11636581442060583,0.0,0.0,28,0.0698194886523635,Bournemouth,Davies,0.0,0.0,0
9,9,Adam Lallana,138,Brighton,22,49,1.35,630,MID,Nottingham,0.2227949553790633,0.2431798066803998,Brighton,0.5340252379405369,True,0,0.0,0.0,0,0.0,0,0.5340252379405369,0.0,0.5340252379405369,7.0,0.12643678160919541,28,0.289472164141732,Nottingham,Lallana,0.0,0.0,0
10,10,Adam Smith,84,Bournemouth,43,44,1.3880000000000001,1184,DEF,Sheffield Utd,0.11636581442060583,0.1820062325581752,Bournemouth,0.7016279530212189,True,Luton,0.17319192209357245,0.21240029700912075,Bournemouth,0.6144077808973069,True,0.7016279530212189,0.6144077808973069,0.8849500602872389,13.155555555555555,0.2471264367816092,28,0.629820610884987,Sheffield Utd,Smith,0.0,0.0,0
11,11,Adam Webster,153,Brighton,13,42,1.0346153846153845,766,DEF,Nottingham,0.2227949553790633,0.2431798066803998,Brighton,0.5340252379405369,True,0,0.0,0.0,0,0.0,0,0.5340252379405369,0.0,0.5340252379405369,8.511111111111111,0.07471264367816093,28,0.3503002002355865,Nottingham,Webster,0.0,0.0,0
12,12,Adam Wharton,807,Crystal Palace,10,50,3.025,309,MID,Luton,0.217485857333184,0.2528403845308845,Crystal Palace,0.5296737581359314,True,0,0.0,0.0,0,0.0,0,0.5296737581359314,0.0,0.5296737581359314,3.433333333333333,0.05747126436781609,28,0.24635226187506226,Luton,Wharton,0.0,0.0,0
13,13,Adama Traoré,662,Fulham,11,49,0.44799999999999995,66,MID,Fulham,0.3310473138508762,0.2809023274614391,Wolves,0.38805035868768467,False,0,0.0,0.0,0,0.0,0,0.3310473138508762,0.0,0.3310473138508762,0.7333333333333333,0.06321839080459771,28,0.1703499600231091,Wolves,Traoré,0.0,0.0,0
14,14,Ademola Ola-Adebomi,720,Crystal Palace,0,45,0.0,0,FWD,Luton,0.217485857333184,0.2528403845308845,Crystal Palace,0.5296737581359314,True,0,0.0,0.0,0,0.0,0,0.5296737581359314,0.0,0.5296737581359314,0.0,0.0,28,0.2118695032543726,Luton,Ola-Adebomi,0.0,0.0,0
15,15,Admiral Muskwe,327,Luton,0,45,0.0,0,FWD,Luton,0.217485857333184,0.2528403845308845,Crystal Palace,0.5296737581359314,False,Luton,0.17319192209357245,0.21240029700912075,Bournemouth,0.6144077808973069,False,0.217485857333184,0.17319192209357245,0.35301098576705386,0.0,0.0,28,0.14120439430682155,Crystal Palace,Muskwe,0.0,0.0,0
16,16,Adrián San Miguel del Castillo,289,Liverpool,0,39,0.0,0,GK,Manchester City,0.4213459142169942,0.2577282115129626,Liverpool,0.3209258742700432,True,0,0.0,0.0,0,0.0,0,0.3209258742700432,0.0,0.3209258742700432,0.0,0.0,28,0.19255552456202593,Manchester City,Castillo,0.0,0.0,0
17,17,Aidan Francis-Clarke,648,Luton,0,40,0.0,0,DEF,Luton,0.217485857333184,0.2528403845308845,Crystal Palace,0.5296737581359314,False,Luton,0.17319192209357245,0.21240029700912075,Bournemouth,0.6144077808973069,False,0.217485857333184,0.17319192209357245,0.35301098576705386,0.0,0.0,28,0.2118065914602323,Crystal Palace,Francis-Clarke,0.0,0.0,0
18,18,Albert Sambi Lokonga,21,Luton,28,49,1.2,874,MID,Luton,0.217485857333184,0.2528403845308845,Crystal Palace,0.5296737581359314,False,Luton,0.17319192209357245,0.21240029700912075,Bournemouth,0.6144077808973069,False,0.217485857333184,0.17319192209357245,0.35301098576705386,9.71111111111111,0.16091954022988506,28,0.23775611844475258,Crystal Palace,Lokonga,0.0,0.0,0
19,19,Alejandro Garnacho,382,Manchester Utd,83,50,5.480769230769231,1593,MID,Everton,0.22663733715330828,0.24785901687786277,Manchester Utd,0.5255036459688289,True,0,0.0,0.0,0,0.0,0,0.5255036459688289,0.0,0.5255036459688289,17.7,0.47701149425287354,28,0.49640835493925567,Everton,Garnacho,0.0,0.0,0
20,20,Alejo Véliz,641,Tottenham,11,54,0.25,45,FWD,Tottenham,0.3587572114190153,0.24154588464894827,Aston Villa,0.3996969039320364,False,0,0.0,0.0,0,0.0,0,0.3587572114190153,0.0,0.3587572114190153,0.5,0.06321839080459771,28,0.18143391905036474,Aston Villa,Véliz,0.0,0.0,0
21,21,Aleksandar Mitrović,278,Fulham,1,74,0.12692307692307692,32,FWD,Fulham,0.3310473138508762,0.2809023274614391,Wolves,0.38805035868768467,False,0,0.0,0.0,0,0.0,0,0.3310473138508762,0.0,0.3310473138508762,0.35555555555555557,0.005747126436781609,28,0.13586720140241945,Wolves,Mitrović,0.0,0.0,0
22,22,Alex Iwobi,256,Fulham,57,53,3.6884615384615387,1358,MID,Fulham,0.3310473138508762,0.2809023274614391,Wolves,0.38805035868768467,False,0,0.0,0.0,0,0.0,0,0.3310473138508762,0.0,0.3310473138508762,15.088888888888889,0.3275862068965517,28,0.3289706496782815,Wolves,Iwobi,0.0,0.0,0
23,23,Alex Matos,718,Chelsea,1,45,0.0,1,MID,Newcastle,0.2590882886422773,0.23345956715108013,Chelsea,0.5074521442066424,True,0,0.0,0.0,0,0.0,0,0.5074521442066424,0.0,0.5074521442066424,0.011111111111111112,0.005747126436781609,28,0.20642913354472595,Newcastle,Matos,0.0,0.0,0
24,24,Alex Mighten,456,Nottingham,0,44,0.0,0,MID,Nottingham,0.2227949553790633,0.2431798066803998,Brighton,0.5340252379405369,False,0,0.0,0.0,0,0.0,0,0.2227949553790633,0.0,0.2227949553790633,0.0,0.0,28,0.08911798215162532,Brighton,Mighten,0.0,0.0,0
25,25,Alex Murphy,634,Newcastle,1,39,0.0,3,DEF,Newcastle,0.2590882886422773,0.23345956715108013,Chelsea,0.5074521442066424,False,0,0.0,0.0,0,0.0,0,0.2590882886422773,0.0,0.2590882886422773,0.03333333333333333,0.005747126436781609,28,0.157751823760079,Chelsea,Murphy,0.0,0.0,0
26,26,Alex Scott,644,Bournemouth,26,49,1.1520000000000001,603,MID,Sheffield Utd,0.11636581442060583,0.1820062325581752,Bournemouth,0.7016279530212189,True,Luton,0.17319192209357245,0.21240029700912075,Bournemouth,0.6144077808973069,True,0.7016279530212189,0.6144077808973069,0.8849500602872389,6.7,0.14942528735632185,28,0.4436351965286887,Sheffield Utd,Scott,0.0,0.0,0
27,27,Alex Telles,370,Manchester Utd,0,45,0.0,0,DEF,Everton,0.22663733715330828,0.24785901687786277,Manchester Utd,0.5255036459688289,True,0,0.0,0.0,0,0.0,0,0.5255036459688289,0.0,0.5255036459688289,0.0,0.0,28,0.31530218758129736,Everton,Telles,0.0,0.0,0
28,28,Alexander Isak,415,Newcastle,87,75,4.553846153846154,1247,FWD,Newcastle,0.2590882886422773,0.23345956715108013,Chelsea,0.5074521442066424,False,0,0.0,0.0,0,0.0,0,0.2590882886422773,0.0,0.2590882886422773,13.855555555555556,0.5,28,0.4036353154569109,Chelsea,Isak,0.0,0.0,0
29,29,Alexandre Moreno Lopera,32,Aston Villa,38,52,1.7923076923076924,779,DEF,Tottenham,0.3587572114190153,0.24154588464894827,Aston Villa,0.3996969039320364,True,0,0.0,0.0,0,0.0,0,0.3996969039320364,0.0,0.3996969039320364,8.655555555555555,0.21839080459770116,28,0.3271744641983023,Tottenham,Lopera,0.0,0.0,0
30,30,Alexis Mac Allister,304,Liverpool,64,58,3.4333333333333336,1721,MID,Manchester City,0.4213459142169942,0.2577282115129626,Liverpool,0.3209258742700432,True,0,0.0,0.0,0,0.0,0,0.3209258742700432,0.0,0.3209258742700432,19.122222222222224,0.367816091954023,28,0.3490600048804311,Manchester City,Allister,0.0,0.0,0
31,31,Alfie Dorrington,740,Tottenham,0,40,0.0,0,DEF,Tottenham,0.3587572114190153,0.24154588464894827,Aston Villa,0.3996969039320364,False,0,0.0,0.0,0,0.0,0,0.3587572114190153,0.0,0.3587572114190153,0.0,0.0,28,0.21525432685140916,Aston Villa,Dorrington,0.0,0.0,0
32,32,Alfie Doughty,321,Luton,79,46,5.657692307692307,1903,DEF,Luton,0.217485857333184,0.2528403845308845,Crystal Palace,0.5296737581359314,False,Luton,0.17319192209357245,0.21240029700912075,Bournemouth,0.6144077808973069,False,0.217485857333184,0.17319192209357245,0.35301098576705386,21.144444444444446,0.4540229885057471,28,0.3934157868625312,Crystal Palace,Doughty,0.0,0.0,0
33,33,Alfie Gilchrist,716,Chelsea,5,40,0.045454545454545456,18,DEF,Newcastle,0.2590882886422773,0.23345956715108013,Chelsea,0.5074521442066424,True,0,0.0,0.0,0,0.0,0,0.5074521442066424,0.0,0.5074521442066424,0.2,0.028735632183908046,28,0.3159655393975486,Newcastle,Gilchrist,0.0,0.0,0
34,34,Alfie Whiteman,521,Tottenham,0,39,0.0,0,GK,Tottenham,0.3587572114190153,0.24154588464894827,Aston Villa,0.3996969039320364,False,0,0.0,0.0,0,0.0,0,0.3587572114190153,0.0,0.3587572114190153,0.0,0.0,28,0.21525432685140916,Aston Villa,Whiteman,0.0,0.0,0
35,35,Alisson Ramses Becker,291,Liverpool,87,58,1.7962962962962963,1890,GK,Manchester City,0.4213459142169942,0.2577282115129626,Liverpool,0.3209258742700432,True,0,0.0,0.0,0,0.0,0,0.3209258742700432,0.0,0.3209258742700432,21.0,0.5,28,0.3925555245620259,Manchester City,Becker,0.0,0.0,0
36,36,Allan Campbell,319,Luton,0,49,0.0,0,MID,Luton,0.217485857333184,0.2528403845308845,Crystal Palace,0.5296737581359314,False,Luton,0.17319192209357245,0.21240029700912075,Bournemouth,0.6144077808973069,False,0.217485857333184,0.17319192209357245,0.35301098576705386,0.0,0.0,28,0.14120439430682155,Crystal Palace,Campbell,0.0,0.0,0
37,37,Allan Saint-Maximin,426,Newcastle,0,60,0.0,0,MID,Newcastle,0.2590882886422773,0.23345956715108013,Chelsea,0.5074521442066424,False,0,0.0,0.0,0,0.0,0,0.2590882886422773,0.0,0.2590882886422773,0.0,0.0,28,0.10363531545691092,Chelsea,Saint-Maximin,0.0,0.0,0
38,38,Alphonse Areola,524,West Ham,97,42,2.8461538461538463,2025,GK,Burnley,0.18922937545744947,0.23949318090901806,West Ham,0.5712774436335324,True,0,0.0,0.0,0,0.0,0,0.5712774436335324,0.0,0.5712774436335324,22.5,0.5574712643678161,28,0.5657549719272459,Burnley,Areola,0.0,1.0,0
39,39,Altay Bayindir,695,Manchester Utd,0,40,0.0,0,GK,Everton,0.22663733715330828,0.24785901687786277,Manchester Utd,0.5255036459688289,True,0,0.0,0.0,0,0.0,0,0.5255036459688289,0.0,0.5255036459688289,0.0,0.0,28,0.31530218758129736,Everton,Bayindir,0.0,0.0,0
40,40,Amad Diallo,371,Manchester Utd,1,44,0.16538461538461538,36,MID,Everton,0.22663733715330828,0.24785901687786277,Manchester Utd,0.5255036459688289,True,0,0.0,0.0,0,0.0,0,0.5255036459688289,0.0,0.5255036459688289,0.4,0.005747126436781609,28,0.21364973424960054,Everton,Diallo,0.0,0.0,0
41,41,Amadou Diallo,738,Newcastle,1,45,0.0,1,MID,Newcastle,0.2590882886422773,0.23345956715108013,Chelsea,0.5074521442066424,False,0,0.0,0.0,0,0.0,0,0.2590882886422773,0.0,0.2590882886422773,0.011111111111111112,0.005747126436781609,28,0.10708359131897988,Chelsea,Diallo,0.0,0.0,0
42,42,Amadou Onana,261,Everton,53,47,2.6576923076923076,1529,MID,Everton,0.22663733715330828,0.24785901687786277,Manchester Utd,0.5255036459688289,False,0,0.0,0.0,0,0.0,0,0.22663733715330828,0.0,0.22663733715330828,16.988888888888887,0.3045977011494253,28,0.27341355555097846,Manchester Utd,Onana,0.0,0.0,0
43,43,Amari'i Bell,316,Luton,35,39,1.9423076923076923,1720,DEF,Luton,0.217485857333184,0.2528403845308845,Crystal Palace,0.5296737581359314,False,Luton,0.17319192209357245,0.21240029700912075,Bournemouth,0.6144077808973069,False,0.217485857333184,0.17319192209357245,0.35301098576705386,19.11111111111111,0.20114942528735633,28,0.2922663615751748,Crystal Palace,Bell,0.0,0.0,0
44,44,Ameen Al-Dakhil,157,Burnley,19,38,1.1423076923076922,1055,DEF,Burnley,0.18922937545744947,0.23949318090901806,West Ham,0.5712774436335324,False,0,0.0,0.0,0,0.0,0,0.18922937545744947,0.0,0.18922937545744947,11.722222222222221,0.10919540229885058,28,0.15721578619400992,West Ham,Al-Dakhil,0.0,0.0,0
45,45,Anass Zaroury,184,Burnley,4,46,0.15,149,MID,Burnley,0.18922937545744947,0.23949318090901806,West Ham,0.5712774436335324,False,0,0.0,0.0,0,0.0,0,0.18922937545744947,0.0,0.18922937545744947,1.6555555555555554,0.022988505747126436,28,0.08948485363125566,West Ham,Zaroury,0.0,0.0,0
46,46,Andi Zeqiri,155,Brighton,0,44,0.0,0,FWD,Nottingham,0.2227949553790633,0.2431798066803998,Brighton,0.5340252379405369,True,0,0.0,0.0,0,0.0,0,0.5340252379405369,0.0,0.5340252379405369,0.0,0.0,28,0.21361009517621476,Nottingham,Zeqiri,0.0,0.0,0
47,47,Andre Brooks,655,Sheffield Utd,17,44,0.5038461538461539,647,MID,Sheffield Utd,0.11636581442060583,0.1820062325581752,Bournemouth,0.7016279530212189,False,0,0.0,0.0,0,0.0,0,0.11636581442060583,0.0,0.11636581442060583,7.188888888888889,0.09770114942528736,28,0.10516701542341475,Bournemouth,Brooks,0.0,0.0,0
48,48,Andreas Hoelgebaum Pereira,267,Fulham,81,53,5.019230769230769,1800,MID,Fulham,0.3310473138508762,0.2809023274614391,Wolves,0.38805035868768467,False,0,0.0,0.0,0,0.0,0,0.3310473138508762,0.0,0.3310473138508762,20.0,0.46551724137931033,28,0.4117292703679367,Wolves,Pereira,0.0,0.0,0
49,49,Andrew Omobamidele,711,Nottingham,6,45,0.5,361,DEF,Nottingham,0.2227949553790633,0.2431798066803998,Brighton,0.5340252379405369,False,0,0.0,0.0,0,0.0,0,0.2227949553790633,0.0,0.2227949553790633,4.011111111111111,0.034482758620689655,28,0.14747007667571382,Brighton,Omobamidele,0.0,0.0,0
50,50,Andrew Robertson,307,Liverpool,35,64,3.1518518518518515,1034,DEF,Manchester City,0.4213459142169942,0.2577282115129626,Liverpool,0.3209258742700432,True,0,0.0,0.0,0,0.0,0,0.3209258742700432,0.0,0.3209258742700432,11.488888888888889,0.20114942528735633,28,0.2730152946769685,Manchester City,Robertson,0.0,0.0,0
51,51,Andrey Nascimento dos Santos,186,Chelsea,1,42,0.007692307692307693,7,MID,Newcastle,0.2590882886422773,0.23345956715108013,Chelsea,0.5074521442066424,True,0,0.0,0.0,0,0.0,0,0.5074521442066424,0.0,0.5074521442066424,0.07777777777777778,0.005747126436781609,28,0.20642913354472595,Newcastle,Santos,0.0,0.0,0
52,52,Andros Townsend,727,Luton,45,50,2.5944444444444446,830,MID,Luton,0.217485857333184,0.2528403845308845,Crystal Palace,0.5296737581359314,False,Luton,0.17319192209357245,0.21240029700912075,Bournemouth,0.6144077808973069,False,0.217485857333184,0.17319192209357245,0.35301098576705386,9.222222222222221,0.25862068965517243,28,0.296376808099925,Crystal Palace,Townsend,0.0,0.0,0
53,53,André Onana,597,Manchester Utd,92,48,2.8230769230769233,2340,GK,Everton,0.22663733715330828,0.24785901687786277,Manchester Utd,0.5255036459688289,True,0,0.0,0.0,0,0.0,0,0.5255036459688289,0.0,0.5255036459688289,26.0,0.5287356321839081,28,0.5267964404548606,Everton,Onana,0.0,0.0,0
54,54,André Tavares Gomes,244,Everton,10,44,0.5384615384615384,167,MID,Everton,0.22663733715330828,0.24785901687786277,Manchester Utd,0.5255036459688289,False,0,0.0,0.0,0,0.0,0,0.22663733715330828,0.0,0.22663733715330828,1.8555555555555556,0.05747126436781609,28,0.12513769348201298,Manchester Utd,Gomes,0.0,0.0,0
55,55,Andy Lonergan,579,Everton,0,39,0.0,0,GK,Everton,0.22663733715330828,0.24785901687786277,Manchester Utd,0.5255036459688289,False,0,0.0,0.0,0,0.0,0,0.22663733715330828,0.0,0.22663733715330828,0.0,0.0,28,0.13598240229198497,Manchester Utd,Lonergan,0.0,0.0,0
56,56,Anel Ahmedhodžić,471,Sheffield Utd,22,43,1.9807692307692308,1728,DEF,Sheffield Utd,0.11636581442060583,0.1820062325581752,Bournemouth,0.7016279530212189,False,0,0.0,0.0,0,0.0,0,0.11636581442060583,0.0,0.11636581442060583,19.2,0.12643678160919541,28,0.12039420129604167,Bournemouth,Ahmedhodžić,0.0,0.0,0
57,57,Angelo Ogbonna,577,West Ham,18,43,0.31923076923076926,319,DEF,Burnley,0.18922937545744947,0.23949318090901806,West Ham,0.5712774436335324,True,0,0.0,0.0,0,0.0,0,0.5712774436335324,0.0,0.5712774436335324,3.5444444444444443,0.10344827586206896,28,0.38414577652494697,Burnley,Ogbonna,0.0,0.0,0
58,58,Anis Slimane,587,Sheffield Utd,10,47,0.5076923076923077,359,MID,Sheffield Utd,0.11636581442060583,0.1820062325581752,Bournemouth,0.7016279530212189,False,0,0.0,0.0,0,0.0,0,0.11636581442060583,0.0,0.11636581442060583,3.988888888888889,0.05747126436781609,28,0.08102908438893199,Bournemouth,Slimane,0.0,0.0,0
59,59,Anssumane Fati Vieira,700,Brighton,28,64,1.7565217391304346,380,MID,Nottingham,0.2227949553790633,0.2431798066803998,Brighton,0.5340252379405369,True,0,0.0,0.0,0,0.0,0,0.5340252379405369,0.0,0.5340252379405369,4.222222222222222,0.16091954022988506,28,0.31016181931414577,Nottingham,Vieira,0.0,0.0,0
60,60,Anthony Elanga,378,Nottingham,94,51,4.992307692307692,1717,MID,Nottingham,0.2227949553790633,0.2431798066803998,Brighton,0.5340252379405369,False,0,0.0,0.0,0,0.0,0,0.2227949553790633,0.0,0.2227949553790633,19.07777777777778,0.5402298850574713,28,0.41325591318610805,Brighton,Elanga,0.0,0.0,0
61,61,Anthony Gordon,412,Newcastle,127,61,6.28076923076923,2066,MID,Newcastle,0.2590882886422773,0.23345956715108013,Chelsea,0.5074521442066424,False,0,0.0,0.0,0,0.0,0,0.2590882886422773,0.0,0.2590882886422773,22.955555555555556,0.7298850574712644,28,0.5415663499396696,Chelsea,Gordon,0.0,0.0,0
62,62,Anthony Knockaert,273,Fulham,0,44,0.0,0,MID,Fulham,0.3310473138508762,0.2809023274614391,Wolves,0.38805035868768467,False,0,0.0,0.0,0,0.0,0,0.3310473138508762,0.0,0.3310473138508762,0.0,0.0,28,0.13241892554035048,Wolves,Knockaert,0.0,0.0,0
63,63,Anthony Martial,390,Manchester Utd,25,64,0.9423076923076923,439,FWD,Everton,0.22663733715330828,0.24785901687786277,Manchester Utd,0.5255036459688289,True,0,0.0,0.0,0,0.0,0,0.5255036459688289,0.0,0.5255036459688289,4.877777777777778,0.14367816091954022,28,0.2964083549392557,Everton,Martial,0.0,0.0,0
64,64,Antoine Semenyo,82,Bournemouth,66,45,3.656,1149,FWD,Sheffield Utd,0.11636581442060583,0.1820062325581752,Bournemouth,0.7016279530212189,True,Luton,0.17319192209357245,0.21240029700912075,Bournemouth,0.6144077808973069,True,0.7016279530212189,0.6144077808973069,0.8849500602872389,12.766666666666667,0.3793103448275862,28,0.5815662310114473,Sheffield Utd,Semenyo,0.0,0.0,0
65,65,Antonee Robinson,283,Fulham,71,45,4.2846153846153845,2198,DEF,Fulham,0.3310473138508762,0.2809023274614391,Wolves,0.38805035868768467,False,0,0.0,0.0,0,0.0,0,0.3310473138508762,0.0,0.3310473138508762,24.42222222222222,0.40804597701149425,28,0.3618467791151234,Wolves,Robinson,0.0,0.0,0
66,66,Antony Matheus dos Santos,372,Manchester Utd,30,68,2.0538461538461537,935,MID,Everton,0.22663733715330828,0.24785901687786277,Manchester Utd,0.5255036459688289,True,0,0.0,0.0,0,0.0,0,0.5255036459688289,0.0,0.5255036459688289,10.38888888888889,0.1724137931034483,28,0.3136497342496005,Everton,Santos,0.0,0.0,0
67,67,Antwoine Hackford,656,Sheffield Utd,2,44,0.0,11,FWD,Sheffield Utd,0.11636581442060583,0.1820062325581752,Bournemouth,0.7016279530212189,False,0,0.0,0.0,0,0.0,0,0.11636581442060583,0.0,0.11636581442060583,0.12222222222222222,0.011494252873563218,28,0.05344287749238026,Bournemouth,Hackford,0.0,0.0,0
68,68,Aribim Pepple,331,Luton,0,45,0.0,0,FWD,Luton,0.217485857333184,0.2528403845308845,Crystal Palace,0.5296737581359314,False,Luton,0.17319192209357245,0.21240029700912075,Bournemouth,0.6144077808973069,False,0.217485857333184,0.17319192209357245,0.35301098576705386,0.0,0.0,28,0.14120439430682155,Crystal Palace,Pepple,0.0,0.0,0
69,69,Arijanet Muric,172,Burnley,0,43,0.0,0,GK,Burnley,0.18922937545744947,0.23949318090901806,West Ham,0.5712774436335324,False,0,0.0,0.0,0,0.0,0,0.18922937545744947,0.0,0.18922937545744947,0.0,0.0,28,0.11353762527446967,West Ham,Muric,0.0,0.0,0
70,70,Armando Broja,193,Fulham,27,49,0.9807692307692307,485,FWD,Fulham,0.3310473138508762,0.2809023274614391,Wolves,0.38805035868768467,False,0,0.0,0.0,0,0.0,0,0.3310473138508762,0.0,0.3310473138508762,5.388888888888889,0.15517241379310345,28,0.22552237381621254,Wolves,Broja,0.0,0.0,0
71,71,Arnaut Danjuma Groeneveld,601,Everton,26,52,1.6307692307692307,587,MID,Everton,0.22663733715330828,0.24785901687786277,Manchester Utd,0.5255036459688289,False,0,0.0,0.0,0,0.0,0,0.22663733715330828,0.0,0.22663733715330828,6.522222222222222,0.14942528735632185,28,0.18031010727511643,Manchester Utd,Groeneveld,0.0,0.0,0
72,72,Ashley Phillips,702,Tottenham,0,40,0.0,0,DEF,Tottenham,0.3587572114190153,0.24154588464894827,Aston Villa,0.3996969039320364,False,0,0.0,0.0,0,0.0,0,0.3587572114190153,0.0,0.3587572114190153,0.0,0.0,28,0.21525432685140916,Aston Villa,Phillips,0.0,0.0,0
73,73,Ashley Young,588,Everton,41,44,2.0346153846153845,1510,DEF,Everton,0.22663733715330828,0.24785901687786277,Manchester Utd,0.5255036459688289,False,0,0.0,0.0,0,0.0,0,0.22663733715330828,0.0,0.22663733715330828,16.77777777777778,0.23563218390804597,28,0.23023527585520337,Manchester Utd,Young,0.0,0.0,0
74,74,Auston Trusty,27,Sheffield Utd,18,39,1.669230769230769,1590,DEF,Sheffield Utd,0.11636581442060583,0.1820062325581752,Bournemouth,0.7016279530212189,False,0,0.0,0.0,0,0.0,0,0.11636581442060583,0.0,0.11636581442060583,17.666666666666668,0.10344827586206896,28,0.11119879899719108,Bournemouth,Trusty,0.0,0.0,0
75,75,Axel Disasi,611,Chelsea,65,49,2.465384615384615,2136,DEF,Newcastle,0.2590882886422773,0.23345956715108013,Chelsea,0.5074521442066424,True,0,0.0,0.0,0,0.0,0,0.5074521442066424,0.0,0.5074521442066424,23.733333333333334,0.3735632183908046,28,0.45389657388030724,Newcastle,Disasi,0.0,0.0,0
76,76,Axel Piesold,831,Luton,0,45,0.0,0,MID,Luton,0.217485857333184,0.2528403845308845,Crystal Palace,0.5296737581359314,False,Luton,0.17319192209357245,0.21240029700912075,Bournemouth,0.6144077808973069,False,0.217485857333184,0.17319192209357245,0.35301098576705386,0.0,0.0,28,0.14120439430682155,Crystal Palace,Piesold,0.0,0.0,0
77,77,Aymeric Laporte,357,Manchester City,1,49,0.11153846153846153,11,DEF,Manchester City,0.4213459142169942,0.2577282115129626,Liverpool,0.3209258742700432,False,0,0.0,0.0,0,0.0,0,0.4213459142169942,0.0,0.4213459142169942,0.12222222222222222,0.005747126436781609,28,0.2551063991049091,Liverpool,Laporte,0.0,0.0,0
78,78,Bailey Peacock-Farrell,175,Burnley,0,40,0.0,0,GK,Burnley,0.18922937545744947,0.23949318090901806,West Ham,0.5712774436335324,False,0,0.0,0.0,0,0.0,0,0.18922937545744947,0.0,0.18922937545744947,0.0,0.0,28,0.11353762527446967,West Ham,Peacock-Farrell,0.0,0.0,0
79,79,Bart Verbruggen,152,Brighton,28,44,1.0538461538461539,990,GK,Nottingham,0.2227949553790633,0.2431798066803998,Brighton,0.5340252379405369,True,0,0.0,0.0,0,0.0,0,0.5340252379405369,0.0,0.5340252379405369,11.0,0.16091954022988506,28,0.38478295885627617,Nottingham,Verbruggen,0.0,0.0,0
80,80,Bashir Humphreys,671,Chelsea,0,40,0.0,0,DEF,Newcastle,0.2590882886422773,0.23345956715108013,Chelsea,0.5074521442066424,True,0,0.0,0.0,0,0.0,0,0.5074521442066424,0.0,0.5074521442066424,0.0,0.0,28,0.3044712865239854,Newcastle,Humphreys,0.0,0.0,0
